供应商ID,材料分类,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
S281,A,494.94753,493.890332,611.722152,567.394341,680.118105,482.553288,627.796528,719.80992,605.846076,650.834646,370.937301,518.90658,747.889296,807.966064,639.95264,575.902656,744.74819,662.972154,678.949754,410.19986,687.554864,688.992421,752.024865,677.37604,417.1431,586.850902,639.68896,757.946922,818.470107,593.97956,666.75321,589.8879,844.77692,790.85762,709.93255,579.85268,800.898273,745.897798,736.969046,662.937015,737.781552,572.939262,726.922938,625.960562,668.992641,654.97249,771.991508,727.984712,821.201838,561.726868,750.706359,694.532124,721.766072,791.23695,641.791992,734.78244,771.739064,667.859052,620.901882,778.884708,828.869018,868.853139,881.869464,772.942798,736.937355,820.956487,817.905112,919.93192,759.96808,897.962284,720.533513,850.922156,672.781948,696.683562,842.454579,521.212844,832.91997,958.948919,649.753,625.854768,496.91054,630.933114,524.889225,532.943502,633.94611,620.954046,526.955205,542.988597,673.971692,715.977088,425.995314,539.99406,462.990277,695.985384,676.992553,685.143775,570.460748,576.774393,671.782272,652.610192,830.462343,842.936424,771.583892,733.775396,604.88505,655.840592,625.901092,595.8361,700.940415,698.970642,577.95087,608.909868,613.818256,589.94985,589.93156,465.95573,557.95257,566.969949,542.988597,668.971902,608.980512,545.988534,699.867,709.521528,830.92256,833.268788,517.664854,703.435605,789.32376,720.771443,578.816457,434.87124,718.86339,719.94672,653.986266,781.93353,487.95852,570.988009,664.992685,635.959932,617.993202,513.994346,603.993356,687.31935,656.439785,707.73096,784.85085,705.16887,671.25693,882.825624,623.725625,704.856986,734.137845,513.511186,544.44737,537.69872,571.927356,457.96107,764.83017,640.966027,545.965602,561.970214,491.979336,422.991117,560.982048,595.885568,619.59886,711.14552,557.1524,648.663818,740.538357,691.3123,924.401525,777.69126,508.505761,718.6536,762.259127,761.372112,564.8983,447.900544,635.952936,662.943645,692.956341,767.943168,629.96031,460.985248,675.93578,591.987568,517.832168,555.970532,410.866836,693.821975,615.601448,549.692,628.714434,619.794388,564.634445,755.24487,599.47461,625.515891,674.728444,560.514174,520.831196,632.88606,653.94441,622.980064,631.953232,548.965413,714.96997,773.967492,685.971188,827.973504,176.998053,345.978202,410.986848,467.990172,336.672773,492.807237,811.736912,664.06045,725.530278,798.28461,753.267866,630.918016,685.777736,706.596303,622.795656,536.875416,599.9112,792.941318,685.949236,784.958395,765.959402,568.993741,610.967617,638.979552,675.978368,627.71504,552.283865,725.0506
S282,B,233.975196,246.945166,230.895126,437.675914,358.535095,441.84406,403.869104,457.879088,310.921006,419.89332,492.916683,644.8839,1123.833648,547.976984,403.970104,1053.821874,523.822888,652.972574,559.95856,268.1694,356.769021,345.996194,742.037815,546.271,422.13285,247.937008,468.772066,455.563898,1704.896218,872.03375,322.88049,298.94319,596.842392,1071.80704,519.9506,750.809246,648.917577,349.95205,509.97858,378.963995,324.9038,298.968306,601.936188,262.983431,498.994511,736.969046,1719.98108,1549.96745,480.532949,310.848854,885.653574,360.127768,467.848368,428.3388,427.861328,373.889296,720.756302,531.887748,523.917208,404.94006,451.928584,576.902487,417.938136,1823.865024,1235.89494,667.964596,514.94026,749.9445,1120.952918,386.983746,622.596919,638.439844,387.874288,426.806142,584.621505,584.872428,428.444445,520.459403,280.89322,250.941768,1484.7327,987.895272,569.87973,293.968836,475.95954,903.933104,312.973395,427.991012,338.985762,380.987808,263.997096,721.992058,288.993931,558.988261,534.994115,524.516725,446.794432,309.87879,1678.456004,983.844368,602.609859,419.489488,1120.395781,628.807526,583.88904,641.843994,410.935062,385.89385,336.971355,340.985678,496.957755,282.958116,401.881008,402.965745,440.948844,1318.874695,1002.914745,439.97668,255.994624,338.985762,787.974784,336.992923,540.89721,506.231652,574.255375,472.451442,580.624093,364.190065,639.45216,290.907753,378.879857,269.92008,471.91032,1470.891146,1389.97081,571.95138,308.973735,742.984397,392.995677,490.969067,679.99252,480.994709,335.996304,443.271175,401.434345,465.82292,362.93103,397.96659,362.05983,821.186898,1336.269779,1212.034534,549.35485,534.491215,315.679576,910.48984,290.963043,315.97314,332.926074,471.974984,293.981478,558.970373,384.98383,526.988933,227.992704,560.892288,335.782608,369.47784,1139.177675,948.508418,321.799394,532.310471,1157.250774,938.5929,615.401864,319.4016,365.644614,384.68276,409.9262,342.923854,414.96929,317.97297,597.962326,354.97373,583.963208,1167.962624,852.918965,442.990697,322.895348,766.959349,404.86878,452.232165,425.724378,301.83088,368.832474,283.98939,509.67003,388.52492,628.352955,295.299368,496.065143,512.555742,1469.52372,667.87976,652.944495,378.987872,348.974174,797.949726,601.974716,540.977278,444.98131,507.983744,57.999362,123.992188,138.995552,9767.794872,245.761134,425.833434,289.90604,228.952185,251.836956,335.85757,218.787351,304.47784,172.943948,253.854966,265.912752,283.934112,289.95708,347.974248,185.986236,298.984153,223.988128,270.997019,294.984365,170.994528,263.991552,260.22364,237.69179,291.01346
S283,C,0,0,0.999546,0.990217,0.998705,0,0,0.999736,0,0,0,0,0,0,0.999926,0,0.999662,0,0,0,0.999353,0,0.998705,0,0,0,0.999514,0.994681,0.999353,0,0,0,0.999736,0,0,0.999746,0,0,0,0,0,0,0,0,0.999989,0,0.999989,0.999979,0.999029,0,0,0.989362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0.999926,0,0.999958,0,0.992908,0,0,4.996765,0,0,0,0,0.999768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999989,0,0,0.999609,2.999028,0,0,0,0,0,0,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0.999979,3.99924,0,0,0,0,0,0.999144,0,0,0.999704,0,0.999926,0,0,0,0,0,0,0,0,0,0,0.996115,0,4.99905,0,0,0.994173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999808,0.999353,0,0,0,1.998754,0,0,0.99322,0,0,0,0,0,0,0,0,0,0,0.999937,0,0.999905,0,0,0,0,0,0,0.99944,3.998184,0,0,0,0,0,0,0,0,0.99982,0,0,0,0,0,0,0,0.999968,0,0,0,0.999979,0.999029,0,3.998704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99322
S284,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0.999915,1.999852,0,0.999979,0.999958,0.999968,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999684,3.9989,0,0.999958,124.989375,57.991416,6.997928,1.99983,0,16.998385,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0.999683,0.999704,2.99943,0.999926,0.999979,2.999745,6.999405,5.999874,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,5.994294,0,0.99944,3.999492,1.99983,2.999334,4.999735,0,0,0,0,1.999936,0,0,0,0.994915,0,0,0,0,0,0,0,1.998058,3.996704,2.99946,2.999334,5.999556,2.999745,1.999874,0,0.999937,0,0.999905,0,1.999352,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S285,B,0,0,0,0,0,0,0,0,0,0.999746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0.999757,0.999842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999979,1.99983,0,0.999979,0.999989,3.999748,1.999978,2.999967,0.999989,0.996115,3.98446,0.99962,0,0.99741,0.99741,0.994173,0.997961,1.996762,1.997654,5.994294,0,1.99888,0.999873,0,0.999778,0,1.999874,1.999894,1.999916,1.999958,0.999968,0,1.998706,0.99322,1.98983,0.999482,0,2.962767,4.996765,2.97966,1.998058,0,1.998058,3.996704,0.99982,2.999334,0.999926,0.999915,1.999874,0.999926,0.999937,0.999968,1.99981,0.999979,2.999028,0.999947,1.999352,0.998305,0,0.99944,0.999546,1.992908,0.999353,1.98227,0.995805,0,1.996238,1.998268,0.999676,2.99946,0.999915,0.999968,4.99963,0.999937,4.99979,0.999958,0,1.999936,0.999989,2.999811,0.999968,0.999979,0.999029,1.999218,0.999676,0.991135,0,4.98305,1.998058,1.996576,0.999676,1.998858,3.998688,1.999536,0.999852,1.999852,0.999926,1.999894,2.999841,0.999989,0.999947,2.999904,0,0,2.996115,0.99322
S286,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.999496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.998728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.999205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.999296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.998895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.999685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.999258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.999456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.999538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.999813,0,0,0,0,0,0
S287,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99873,0,1.999726,1.999916,0,0,0,0,0,1.999978,0,0,0,0,0,0,0,0,0,0,0,0,5.998734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999852,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,4.998415,0,0,0,1.999852,0,0,0,0,0,0,0,2.999967,0,0,0,0,0,0,0,0,0,0,0,1.998098,4.99493,0.99944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,5.999622,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S288,A,0,0,0,0,0,0,0,0,0,3.998984,1.999662,0,0,0,0.999926,0.999831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0.999915,0.999926,0,0,0,0,0,0,0,16.999643,28.999681,23.7966,5.983854,0,10.996436,11.829792,2.998059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,1.999936,0,1.99962,2.989557,0,0,0,0,0,4.998415,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998986,0,0,0,0,0,0,0,0,0,0,0.999808,0.999353,2.97966,0,0,0,0.987589,0,0,0,0.99813,0,0.999176,0.99982,4.99889,0,0,0.999937,0,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S289,A,0,0,0,0,0,0,0,0,0,2.999238,0.999831,0.99982,0,0,0,0.999831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0,0,3.999832,0.999968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999684,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999366,0.999683,0.999704,0,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997147,0.998986,0,0,0,0.999778,0,1.999874,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999778,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999536,0,0,0,0,0,0,0,0,0,0,0,0
S290,B,2.999682,0,0,1453.638556,0,5.957448,2.999028,7.997888,11.996952,6.998222,3.999324,2.99946,6.998964,6.999706,3.999704,4.999155,0.999662,3.999832,2.999778,2.97966,1.998706,2.999967,5.99223,1.98644,1265.4006,0,0,1154.824641,0,7.97288,4.99815,11.99772,11.996832,0.99982,0.999905,3.998984,5.999238,5.999178,6.999706,5.99943,3.998816,2.999682,1.999788,0,0.999989,2.999874,2.999967,3.999916,2078.979349,0,0,1488.98981,0,10.906775,1.999352,12.996152,3.998648,2.999367,0.999842,4.99926,5.999052,1.999662,4.99926,2.999778,4.999575,5.999682,4.99942,3.999704,3.999832,6.999706,6.995471,6.950356,1986.356212,0,0,1383.601271,0,7.900712,2.99886,2.999304,8.99838,1.999788,4.998945,0.999894,3.99966,6.999482,4.999575,1.999958,1.999916,1.999936,4.999945,0.999989,3.999916,2.999937,0.999989,4.957625,1187.795019,0,0,2034.724224,0,8.904258,0.999461,15.995104,3.99924,4.998785,1.999684,2.999175,3.99966,0.999958,1.99983,2.999556,2.999112,4.999575,2.999652,1.99981,2.999745,0,4.999895,7.999664,2059.93408,0,0,1150.979445,0,7.973864,0.999353,4.988905,3.996576,3.998732,2.999049,0.999704,3.99924,3.999704,0,0.999915,0.999915,1.999958,3.999956,3.999748,6.999923,3.999956,4.999945,1.99223,1505.129765,0,0,1347.50091,0,12.924249,3.991844,4.991905,5.992962,4.995245,1.997972,4.9972,6.999111,3.99966,3.999112,3.999788,0,0,2.999874,6.999853,1.999936,2.999424,2.998059,0.99322,1299.35899,0,0,1117.950748,0,9.9322,4.995145,11.97756,3.996116,0.999176,5.99892,2.999334,1.999852,3.99966,4.999685,12.999038,5.999622,3.999872,0.999905,4.999895,3.998704,4.999735,2.999028,0.998305,1859.795933,0,0,1018.375988,0,13.87589,5.97483,10.973963,6.986833,3.996536,0.999676,3.99928,1.99983,0.999968,3.999704,3.999748,4.99979,1.999916,4.99979,4.99984,2.999967,5.999622,3.999872,5.999874,1883.169665,0,0,1827.65294,0,11.95932,0.999029,7.986304,10.996436,5.996574,2.999016,2.999304,6.998964,6.999482,3.999704,5.999682,5.999682,3.999956,5.999682,1.999936,0,5.95932,6.990935,4.9661
S291,C,0,0,0,0.990217,0.998705,0,0,0,0,0,0,0.99982,0,0,0,0,0.999662,0,0,0,0,0,0,0,0,0.999746,0,0,0,0.99661,0,0,0.999736,0.99982,0,0,0.999873,0,0,0.999905,0,0,0,0.999937,0,0,0,0.999979,0,0,0,0.989362,0,0,0,0.999704,0,0.999789,0,0,0,0,0,0.999926,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0,0,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0.985816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,0.999884,0.999905,0,0,0,0.999958,0,0,0,0,0.998705,0.996733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999989,0,0,0.996115,0.996115,0,0,0,0,0,0,0,0.998827,0,0.998986,0,0.999873,0,0,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0.999353,0,0,0.99813,0,0,0,0,0,0,0,0,0,0,0.999905,0,0.999676,0,0,0,0,0,0,0.996454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999937,0,0,0,0.999609,0,0.991135,0,0,0.999029,0,0,0,0.999672,0,0,0,0,0.999947,0,0,0,0,0,0,0,0
S292,B,41.995548,608.864802,733.666764,753.555137,789.975655,726.808656,583.810784,758.799624,877.776988,747.810008,545.907726,724.8695,922.863396,753.968332,800.940726,919.84452,914.69073,885.962788,891.933992,571.1015,562.635739,534.994115,637.17379,519.45406,449.0775,514.86919,510.751654,583.877747,663.570392,660.75243,505.81278,501.90462,609.83896,580.89542,557.94699,569.85522,646.917831,661.909306,657.972364,567.94604,574.8298,597.936612,551.941488,457.971146,568.993741,547.976984,589.99351,668.985951,569.44653,494.75943,610.761099,605.489544,619.79912,723.81325,477.845128,550.836904,601.796524,659.86074,517.918156,644.90454,657.896036,664.887615,699.8964,662.950938,731.93778,659.96502,590.931444,615.954416,670.971818,681.971356,764.505045,737.730644,602.804628,561.744852,595.614388,591.835195,663.14012,757.480763,515.80392,506.882376,570.89722,492.947742,372.921297,411.956328,543.95376,566.958042,496.957755,443.990676,525.977908,546.982496,461.994918,416.995413,428.990991,506.989353,495.994544,899.313175,880.623847,768.699321,838.728164,932.581936,821.468166,1047.734358,823.555864,903.723376,974.81475,718.825283,703.888768,757.79155,827.92962,831.965056,848.927835,739.89048,598.822696,728.938035,798.907316,760.927705,711.93948,678.964013,744.984355,594.97501,878.971872,771.983788,940.82121,1065.278811,1168.48485,810.343929,927.399584,932.925235,876.249288,774.754325,621.802826,732.783032,731.86092,831.938432,650.986329,910.922565,815.93064,699.9853,764.991585,614.961255,732.991937,819.99098,884.990265,854.66667,578.742815,828.68498,905.82786,886.69749,1009.37892,1012.068114,629.713391,789.719371,867.980663,823.216376,666.323662,642.63992,565.928118,762.935145,831.815296,776.958819,596.962389,671.964384,618.974002,579.98782,566.981856,611.882496,787.490164,860.12852,669.577795,806.581974,784.510945,747.604873,1013.343942,929.65392,801.221258,733.62555,985.042594,897.260048,797.85636,759.83128,789.94154,776.933955,783.950608,727.946128,786.950419,678.978272,691.93426,722.984817,537.825688,668.964543,688.776764,788.66095,777.496634,615.65504,706.679022,863.925618,830.462343,801.828215,769.757265,801.099299,827.440651,793.312396,635.793936,702.87346,830.929365,833.973312,821.939172,609.96157,832.965014,809.96598,825.965308,669.97856,283.996876,515.967492,542.982624,852.982087,301.706758,522.795507,682.778708,868.23426,1021.338766,1176.99641,834.189215,727.751952,902.707428,878.498091,876.712344,680.842008,756.887964,959.92896,990.926666,969.94859,769.95919,757.991662,797.957706,776.975136,810.974048,736.96924,777.991195,954.48442
S293,A,0,0,0,0,0,0,0,0,0,0,0,2.99946,0,0,0,0.999831,4.99831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,1.999852,0,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725,0,0,0.999915,1.999704,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983,4.999895,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,2.997147,0,0,0.999873,0,1.999556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999029,1.998352,7.99856,0.999778,5.999556,0.999915,0,0,0,0,1.99981,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S294,C,0,0,0,0,0,0,0,0,0,1.999492,8.998479,0,0,0,0,0.999831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.998955,3.998984,0,0,0,0,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99894,0,0,12.998895,0.999979,9.99958,1.999936,14.999835,4.999945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999757,0.999842,8.997525,0,0,0,0,2.999112,4.999575,0,12.998765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999049,0,0,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.994294,1.997972,4.9972,0,0,0,0,0.999937,0.999947,4.99979,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996704,2.99946,0,0,0,8.999433,0.999926,12.999181,7.999744,0,8.999811,13.995464,0,0,0,0,0,0,0,0,0,0,0,0,1.998268,0,0,0,0,0,0,15.999328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999536,0,0,0,0,0,0,0,0,0,0,0,0
S295,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999831,5.997972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725,0,0,3.99966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99966,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999778,0.999915,0,0,0,0,2.999715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S296,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999926,35.993916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999958,0,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99928,0,0,0,5.999622,0.999926,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S297,C,0,0,0,0,0,0,0,0,0,20.994666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0,0.999979,0.999958,0,0,0,0,0.999979,0,1.98305,0,0,0,0,0,0,0,0,0,1.999514,0,0,0,0,0,2.999556,0,0.999915,0,1.99981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.99796,2.999937,0,0,22.999747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
